Date,Timefile,Time,Frame,Size (cm),Direction,Notes,
July 2,05:20,05:21:37,448/2755,48,NA,,
July 2,05:20,05:21:37,448/2755,45,NA,,
July 2,05:20,05:21:37,448/2755,47,NA,,
July 2,05:00,05:00:58,267/2798,58,up,,
July 2,05:00,05:00:58,267/2798,54,up,,
July 2,05:00,05:06:50,1911/2798,54,up,,
July 2,23:10,23:16:22,1725/2743,55,up,,
July 2,23:10,23:16:22,1725/2743,51,up,,
July 2,23:10,23:16:22,1725/2743,57,up,,
July 2,23:00,23:09:41,2706/2788,55,up,,
July 2,23:00,23:09:41,2706/2788,49,up,,
July 2,23:00,23:09:41,2706/2788,50,up,,
July 2,23:00,23:09:41,2706/2788,48,up,,
July 2,23:00,23:09:41,2706/2788,46,up,,
July 2,23:00,23:09:41,2706/2788,56,up,,
July 2,23:00,23:09:41,2706/2788,47,up,,
July 2,23:00,23:09:41,2706/2788,54,up,,
July 2,23:00,23:09:41,2706/2788,42,up,,
July 2,23:00,23:09:41,2706/2788,48,up,,
August 10,00:30,00:30:01,1/2794,92,up,,
August 10,00:30,00:30:45,206/2794,65,up,,
August 10,01:50,01:56:53,1930/2806,93,down,,
August 10,02:10,02:17:30,2103/2800,69,up,,
August 10,03:00,03:07:29,2112/2812,67,up,,
August 10,05:30,05:36:56,1949/2814,65,up,,
August 10,05:30,05:38:50,2481/2814,66,up,,
August 10,06:20,06:24:34,1277/2788,67,up,,
August 10,07:00,07:03:02,855/2809,97,up,,
August 10,07:07,07:07:13,2026/2809,92,up,,
August 10,08:20,08:22:51,798/2803,73,up,,
August 10,08:20,08:29:04,2546/2803,69,up,,
